index,course_title,url,certification,level,organization,platform
30,Core Python: Organizing Larger Programs,https://www.pluralsight.com/courses/core-python-organizing-larger-programs,COURSE,Intermediate,pluralsight,pluralsight
31,"Creating Apps With AngularJS, Node, and Token Authentication",https://www.pluralsight.com/courses/creating-apps-angular-node-token-authentication,COURSE,Intermediate,pluralsight,pluralsight
32,Creating Machine Learning Models,https://www.pluralsight.com/courses/creating-machine-learning-models,COURSE,Intermediate,pluralsight,pluralsight
33,Data Analytics: Hands On,https://www.pluralsight.com/courses/data-analytics-hands-on,COURSE,Beginner,pluralsight,pluralsight
34,"Delivering the MDW with Azure SQL Data Warehouse, Azure Databricks, Azure Data Factory and PBI",https://www.pluralsight.com/courses/microsoft-ignite-session-18,COURSE,Advanced,pluralsight,pluralsight
35,"Deploy Azure Virtual Networks, VPNs, and Gateways",https://www.pluralsight.com/courses/manage-azure-virtual-networks-vpn-gateway,COURSE,Intermediate,pluralsight,pluralsight
36,Deploying Machine Learning Solutions,https://www.pluralsight.com/courses/deploying-machine-learning-solutions,COURSE,Advanced,pluralsight,pluralsight
37,Deploying Microsoft Azure SQL Data Warehouse and Azure SQL Database,https://www.pluralsight.com/courses/microsoft-azure-sql-data-warehouse-sql-database-deploying,COURSE,Intermediate,pluralsight,pluralsight
38,Design a Database Structure with SQL Server 2014 (70-465),https://www.pluralsight.com/courses/design-database-structure-sql-server-2014-70-465,COURSE,Intermediate,pluralsight,pluralsight
39,Designing a Machine Learning Model,https://www.pluralsight.com/courses/designing-machine-learning-model,COURSE,Intermediate,pluralsight,pluralsight
40,Designing and Implementing Security Policies,https://www.pluralsight.com/courses/security-policies-designing-implementing,COURSE,Beginner,pluralsight,pluralsight
41,Designing and Implementing Solutions Using Google Machine Learning APIs,https://www.pluralsight.com/courses/google-machine-learning-apis-designing-implementing-solutions,COURSE,Beginner,pluralsight,pluralsight
42,Ethical Hacking: Buffer Overflow,https://www.pluralsight.com/courses/ethical-hacking-buffer-overflow,COURSE,Beginner,pluralsight,pluralsight
43,Ethical Hacking: Cloud Computing,https://www.pluralsight.com/courses/ethical-hacking-cloud-computing,COURSE,Beginner,pluralsight,pluralsight
44,Ethical Hacking: Cloud Computing,https://www.pluralsight.com/courses/ethical-hacking-cloud-computing,COURSE,Beginner,pluralsight,pluralsight
45,Ethical Hacking: Understanding Ethical Hacking,https://www.pluralsight.com/courses/ethical-hacking-understanding,COURSE,Beginner,pluralsight,pluralsight
46,Ethical Hacking: Understanding Ethical Hacking,https://www.pluralsight.com/courses/ethical-hacking-understanding,COURSE,Beginner,pluralsight,pluralsight
47,Examining Cisco Video Conferencing Fundamentals,https://www.pluralsight.com/courses/examining-cisco-video-conferencing-fundamentals,COURSE,Intermediate,pluralsight,pluralsight
48,Experimental Design for Data Analysis,https://www.pluralsight.com/courses/experimental-design-data-analysis,COURSE,Intermediate,pluralsight,pluralsight
49,Foundational TCP Analysis with Wireshark,https://www.pluralsight.com/courses/foundational-tcp-analysis-wireshark,COURSE,Intermediate,pluralsight,pluralsight
50,Fundamentals of Azure Cloud Services and Storage,https://www.pluralsight.com/courses/azure-cloud-services-storage-fundamentals,COURSE,Intermediate,pluralsight,pluralsight
51,Fundamentals of Cloud Computing,https://www.pluralsight.com/courses/cloud-computing-fundamentals,COURSE,Beginner,pluralsight,pluralsight
52,Fundamentals of Cloud Computing,https://www.pluralsight.com/courses/cloud-computing-fundamentals,COURSE,Beginner,pluralsight,pluralsight
53,Fundamentals of Using Cisco ACI,https://www.pluralsight.com/courses/cisco-aci-fundamentals,COURSE,Beginner,pluralsight,pluralsight
54,GDPR: The Big Picture,https://www.pluralsight.com/courses/gdpr-big-picture,COURSE,Beginner,pluralsight,pluralsight
55,Getting Started With Java EE on WebSphere® Application Server,https://www.pluralsight.com/courses/java-ee-websphere-application-server-getting-started,COURSE,Beginner,pluralsight,pluralsight
56,Getting Started in Podcasting,https://www.pluralsight.com/courses/getting-started-podcasting,COURSE,Beginner,pluralsight,pluralsight
57,Getting Started with IntelliJ CE,https://www.pluralsight.com/courses/intellij-ce-getting-started,COURSE,Beginner,pluralsight,pluralsight
58,Getting Started with Mainframe COBOL,https://www.pluralsight.com/courses/cobol-mainframe-getting-started,COURSE,Beginner,pluralsight,pluralsight
59,Getting Started with NetScaler 12 Essentials,https://www.pluralsight.com/courses/netscaler-essentials-getting-started,COURSE,Intermediate,pluralsight,pluralsight
60,Getting Started with Nmap,https://www.pluralsight.com/courses/nmap-getting-started,COURSE,Beginner,pluralsight,pluralsight
61,Getting Started with OWASP Zed Attack Proxy (ZAP) for Web Application Penetration Testing,https://www.pluralsight.com/courses/owasp-zap-web-app-pentesting-getting-started,COURSE,Intermediate,pluralsight,pluralsight
62,Getting Started with Python Concurrency,https://www.pluralsight.com/courses/python-concurrency-getting-started,COURSE,Beginner,pluralsight,pluralsight
63,Getting Started with Your First SQL Server Instance,https://www.pluralsight.com/courses/sql-server-first-instance-getting-started,COURSE,Beginner,pluralsight,pluralsight
64,Getting Started with the Python Standard Library,https://www.pluralsight.com/courses/python-standard-library-getting-started,COURSE,Beginner,pluralsight,pluralsight
65,Getting Started with vRealize Automation 7,https://www.pluralsight.com/courses/getting-started-vrealize-automation-7,COURSE,Beginner,pluralsight,pluralsight
66,Google Cloud Fundamentals for AWS Professionals,https://www.pluralsight.com/courses/google-cloud-aws-professionals,COURSE,Intermediate,pluralsight,pluralsight
67,Google Cloud Fundamentals for Azure Professionals,https://www.pluralsight.com/courses/google-cloud-azure-windows-professionals,COURSE,Beginner,pluralsight,pluralsight
68,Google Cloud Platform Fundamentals - Core Infrastructure,https://www.pluralsight.com/courses/google-cloud-platform-fundamentals-core-infrastructure,COURSE,Intermediate,pluralsight,pluralsight
69,Google Cloud Platform Fundamentals - Core Infrastructure,https://www.pluralsight.com/courses/google-cloud-platform-fundamentals-core-infrastructure,COURSE,Intermediate,pluralsight,pluralsight
70,Group Policy Fundamentals,https://www.pluralsight.com/courses/group-policy-fundamentals,COURSE,Intermediate,pluralsight,pluralsight
71,How Google Does Machine Learning,https://www.pluralsight.com/courses/how-google-does-machine-learning,COURSE,Intermediate,pluralsight,pluralsight
72,How Machine Learning Works,https://www.pluralsight.com/courses/how-machine-learning-works,COURSE,Beginner,pluralsight,pluralsight
73,How to Think About Machine Learning Algorithms,https://www.pluralsight.com/courses/machine-learning-algorithms,COURSE,Beginner,pluralsight,pluralsight
74,ISO/IEC 27001 Information Security: The Big Picture,https://www.pluralsight.com/courses/iso-iec-27001-information-security,COURSE,Beginner,pluralsight,pluralsight
75,Identity and Access Management for CompTIA Security+,https://www.pluralsight.com/courses/comptia-security-plus-identity-access-management,COURSE,Beginner,pluralsight,pluralsight
76,Implementing and Understanding Data Structures in Java,https://www.pluralsight.com/courses/java-data-structures-implementing-understanding,COURSE,Intermediate,pluralsight,pluralsight
77,Information Security Manager: Information Security Program Management,https://www.pluralsight.com/courses/infosec-manager-information-security-program-management,COURSE,Intermediate,pluralsight,pluralsight
78,Internet of Things (IoT) Security: The Big Picture,https://www.pluralsight.com/courses/security-internet-of-things-big-picture,COURSE,Beginner,pluralsight,pluralsight
79,Introduction to Developing Applications with IBM Bluemix,https://www.pluralsight.com/courses/ibm-bluemix-applications,COURSE,Beginner,pluralsight,pluralsight
80,Introduction to Developing Applications with IBM Bluemix,https://www.pluralsight.com/courses/ibm-bluemix-applications,COURSE,Beginner,pluralsight,pluralsight
81,Introduction to Docker on Windows with Visual Studio 2017,https://www.pluralsight.com/courses/docker-visual-studio-2017-windows,COURSE,Beginner,pluralsight,pluralsight
82,Introduction to Microsoft Cloud Services,https://www.pluralsight.com/courses/introduction-microsoft-cloud-services,COURSE,Beginner,pluralsight,pluralsight
83,Introduction to Penetration Testing Using Metasploit,https://www.pluralsight.com/courses/metasploit-penetration-testing-introduction,COURSE,Beginner,pluralsight,pluralsight
84,Introduction to SQL Server,https://www.pluralsight.com/courses/intro-sql-server,COURSE,Beginner,pluralsight,pluralsight
85,Introduction to Sequelize ORM for Node.js,https://www.pluralsight.com/courses/sequelize-orm-nodejs-introduction,COURSE,Intermediate,pluralsight,pluralsight
86,Introduction to Testing in Java,https://www.pluralsight.com/courses/java-testing-introduction,COURSE,Beginner,pluralsight,pluralsight
87,Java EE: Getting Started with JavaServer Faces,https://www.pluralsight.com/courses/javaserver-faces-getting-started-java-ee,COURSE,Intermediate,pluralsight,pluralsight
88,Java Fundamentals: The Java Language,https://www.pluralsight.com/courses/java-fundamentals-language,COURSE,Beginner,pluralsight,pluralsight
89,Java Microservices with Spring Cloud: Coordinating Services,https://www.pluralsight.com/courses/java-microservices-spring-cloud-coordinating-services,COURSE,Intermediate,pluralsight,pluralsight
90,Java SE: XML Processing Fundamentals,https://www.pluralsight.com/courses/java-se-xml-processing-fundamentals,COURSE,Intermediate,pluralsight,pluralsight
91,LFCE: Advanced Linux Networking,https://www.pluralsight.com/courses/linux-networking-advanced-lfce,COURSE,Intermediate,pluralsight,pluralsight
92,Launching into Machine Learning,https://www.pluralsight.com/courses/launching-machine-learning,COURSE,Intermediate,pluralsight,pluralsight
93,Learning To Program - Part 2: Abstractions,https://www.pluralsight.com/courses/learning-programming-abstractions-python,COURSE,Beginner,pluralsight,pluralsight
94,Linux Administration with sed and awk,https://www.pluralsight.com/courses/linux-administration-sed-awk,COURSE,Intermediate,pluralsight,pluralsight
95,Machine Learning Simplified: From Ideation to Deployment with Azure Machine Learning,https://www.pluralsight.com/courses/microsoft-ignite-session-42,COURSE,Beginner,pluralsight,pluralsight
96,Machine Learning for Business Professionals,https://www.pluralsight.com/courses/machine-learning-business-professionals,COURSE,Beginner,pluralsight,pluralsight
